video_id,comment,likes,published_at,label
SzXMacu80o8,Tong kosong kyk mulyono,0,2025-04-22T23:10:38Z,-1.0
SzXMacu80o8,Dislike,0,2025-04-23T22:22:05Z,-1.0
ZhL1ABVBqB8,Mari bersama-sama wujudkan Indonesia yang lebih maju dan mandiri,0,2025-04-26T09:41:38Z,1.0
SzXMacu80o8,apalah bit karbit,0,2025-04-25T06:22:36Z,-1.0
ULJErSG7F8Y,"FU FU FA FA 
FU FU FAAA
FUFU FAAAA
FU FU FU FU FU FU FU FAAA FUFU FAFA ....",0,2025-05-02T10:53:47Z,-1.0
SzXMacu80o8,https://youtu.be/3DaSU-CJLlM?si=HJbZStNIIYCOnTO0,0,2025-04-19T16:09:53Z,0.0
kJks8qSH3ko,Semangat❤,1,2025-05-02T00:50:12Z,1.0
72Ko6qkf9TQ,Ini baru pemimpin yang mikirin masa depan bangsa,0,2025-05-10T16:55:26Z,1.0
ULJErSG7F8Y,"Modyar... buzzer anak abah dan rt 16 kelojotan pusing, gibran dilawan semakin lho tekan semakin semangat. Lanjutkan mas wapres, anjing menggonggong mas wapres berlalu 😂😂😂",0,2025-05-01T01:36:20Z,-1.0
SzXMacu80o8,"konten ini sangat menghibur....

kolom komentarnya...😅😅",1,2025-04-22T10:57:01Z,0.0
kJks8qSH3ko,luweh,1,2025-04-23T00:01:36Z,0.0
SzXMacu80o8,konten ini di sebut pek ketiplek😅,0,2025-04-23T13:10:50Z,-1.0
SzXMacu80o8,Generasi muda nabrak konstitusi,1,2025-04-21T01:47:29Z,-1.0
SzXMacu80o8,"Mantabbb...Tetap semangat mas wapres, indonesia membutuhkan figur pemimpin muda visioner & aktif bekerja melayani rakyat seperti dirimu ❤❤❤",0,2025-04-23T08:17:45Z,1.0
SzXMacu80o8,"Penipuan yang hakiki.. 
Sampai ada bersumpah segala.. 
Ingat sesuatu hal yang di kerjakan.. Jika tidak sesuai. 
Niscaya malaikat akan potong lidah anda..",0,2025-04-21T10:59:26Z,-1.0
SzXMacu80o8,"gue ga nonton videonya cuman dislike aja, gakuat sama muka fufufafa.",1,2025-04-26T01:50:09Z,0.0
SzXMacu80o8,"Waah keren mas wapres, bisa ngomong jg. 
Itu baca apa nggak ya pak, tetep baca ya pak biar bagus video nya 😊 keren pak",0,2025-04-21T07:51:08Z,1.0
ZhL1ABVBqB8,Tim Baca komen,0,2025-04-27T14:33:59Z,0.0
kJks8qSH3ko,Kebanggaan rw 58 ...,3,2025-04-22T11:27:40Z,-1.0
SzXMacu80o8,"Pak wapres mana lapangan kerjanya jangan omong kosong doang, tobg josong nyaring bunyinya 👎👎👎",1,2025-04-25T05:58:44Z,-1.0
g8XZK4trgqM,serius gw nanya.. sehebat apa gibran dibanding ribuan professor lain nya di indonesia?? sehingga gibran merasa pantas jadi wakil presiden dan menerima semua gaji dan fasilitas dari rakyat??? serius gw nanya??,0,2025-12-13T12:37:53Z,0.0
SzXMacu80o8,"Capek banget baca komenan netizen 99,99% ga ada yg bener 😅",0,2025-04-22T14:15:38Z,0.0
SzXMacu80o8,😮😮😮😮😮😮 iya iya ini minta validasi ta? Wkakak,0,2025-04-21T22:27:23Z,0.0
9gTdNSPimhs,Mantab. Lanjuuut mas wapresku.,0,2025-05-28T07:13:10Z,1.0
72Ko6qkf9TQ,"lanjutkan pak, rakyat siap bareng² jaga kedaulatan pangan ✊🍽️",11,2025-05-10T15:31:37Z,1.0
SzXMacu80o8,"Anak muda
Indonesua muda
Mas Gibran Rakabuming Raka anak Indonesia",0,2025-04-25T12:17:52Z,1.0
ZhL1ABVBqB8,semangat terus mas gibran,0,2025-04-26T00:36:13Z,1.0
SzXMacu80o8,Tumbnailnya nyolong punya ch sebelah?,0,2025-04-22T04:12:39Z,0.0
SzXMacu80o8,Hedehhh. Isi gakak ada cuma penjelasan doang ga ada solusi,2,2025-04-23T00:13:00Z,-1.0
SzXMacu80o8,Trus prestasi anda sendiri apa?,0,2025-04-23T01:16:55Z,0.0
ZhL1ABVBqB8,Mantap pak wapres senangat terus ...abaikan gorong gorong ug cuma mengeluh ngeluh ga berguna ....cahyo pak wapres untuk indonesia emas 💪💪💪,1,2025-04-26T05:43:06Z,1.0
SzXMacu80o8,"Bonus demografi?
208 juta usia produktif?
Dipimpin oleh orang jalur bonus giveaway nepotisme!
Tolong kalimat ""Petarung Tangguh"" ditarik lagi.",0,2025-04-23T07:29:26Z,0.0
NNKNeZZ5WP0,Mantap pak ❤❤❤❤❤❤,3,2025-05-04T07:41:19Z,1.0
SzXMacu80o8,"Tanpa bapakku, aq tak akan lahir.",0,2025-04-24T03:12:31Z,0.0
ULJErSG7F8Y,Luar biasa pak Wapres... mantap pool....,1,2025-05-03T07:08:47Z,1.0
9gTdNSPimhs,"Mohon maaf pak bukannya saya mau membela pak sigit, tetapi saya menjunjung tinggi kebenaran, siapa yg salah saya tau,dan siapa yg benar dan difitnah saya juga tau, sekarang ini beliyau dalam keadaan terancam dan beliyau udh difitnah habis-habisan, beliyau tak tau menau tentang bantuan dari polri tsb, ada oknum brigjend yg inisial H-H bermain api didlm kubuh polri, dan bantuan nya tsb juga ikut serta bermain api,",0,2025-06-06T12:39:37Z,0.0
ZhL1ABVBqB8,"Semangat pa wapres, presiden, Mentri, gubernur dan seluruh penyelenggara negara, teruslah berkarya, abaikan caci maki.",1,2025-04-25T14:28:50Z,1.0
72Ko6qkf9TQ,MENUJU Indonesia EMAS,11,2025-05-10T02:01:04Z,1.0
SzXMacu80o8,update dislike saat ini udah 106 ribu,0,2025-04-23T05:13:22Z,0.0
SzXMacu80o8,Malu banget dah gua sbgai anak muda.,0,2025-04-23T15:02:38Z,-1.0
ZhL1ABVBqB8,"Cek se asia tenggara aja dulu, ada ga wapres yg ""kerjanya"" ngisi YouTube drpd kerja real di dunia nyata sesuai UU yg diamanatkan? Honestly...this person nasibnya dah mentok 1 periode. Ini negara dibangun dng darah pejuang kemerdekaan tp diisi wapres macam ini. Sungguh sangat menghina perjuangan para pahlawan bangsa. Ga bermutu wapres beginian! 🍼 Gih",1,2025-04-26T03:43:26Z,-1.0
SzXMacu80o8,1 kata saja dari saya untuk anda NIRETIK,0,2025-04-23T08:02:12Z,0.0
SzXMacu80o8,dia paham gk sih apa yg dia omongin?,0,2025-04-21T16:46:26Z,0.0
ZhL1ABVBqB8,oooooooooooooooooh,1,2025-04-26T19:09:01Z,0.0
SzXMacu80o8,Ngomongin bonus demografi sama orang yang kerja aja dicariin BAPAKNYA,0,2025-04-23T10:52:00Z,-1.0
SzXMacu80o8,Nunggu komentar fufufafa mengenai mayor teddy,0,2025-04-22T16:07:50Z,-1.0
SzXMacu80o8,Anda sekolah nya dimana bapak?,0,2025-04-21T22:30:47Z,0.0
ZhL1ABVBqB8,"Ternya benar kata profesor muhammad irwandi..lihatlah videonya dan dengarkan baik baik...jangan lihat like dan komentarnya...karena orang yg banyak komen adalah orang yang pasti bakal masuk neraka dengan sangat mudah,,,cuma di sentil malaikat masuk neraka paling jahanam,,,terutama khususnya anak gen z",0,2025-04-25T20:35:33Z,0.0
SzXMacu80o8,"Gini nih kalo teksnya nyomot gpt dihapalin, jadi bacanya flat karena gapaham yg dihapalin apa. Lanjutkan👍

Yo ayo dislikenya tambah lagi😂",0,2025-04-25T12:36:43Z,-1.0
SzXMacu80o8,"Yang paham teknologi mayoritas dislike tapi yang tidak paham teknologi alias rakyat BO DOH yang memilih dia, jadi kesimpulannya?😅",0,2025-04-22T23:31:49Z,-1.0
SzXMacu80o8,"sekali-kali debat di kampus, kan seru debat sama lulusan luar negeriiii?",0,2025-05-06T02:27:32Z,0.0
SzXMacu80o8,Mending bagi skincer aja fufufafa.ngomong aj masih make teks 😂😂anak SD d suruh juga bisa tu,0,2025-04-23T02:42:01Z,-1.0
ZhL1ABVBqB8,Hilirisasi harus memperhatikan prinsip keadilan sosial,0,2025-04-26T14:13:16Z,1.0
SzXMacu80o8,"Gimana ini pak Wapres, sepertinya banyak yang tidak menyukai anda, padahal mayoritas Rakyat Indonesia Sudah memilih Prabowo Gibran, tapi disetiap sudut tempat ngopi diskusi tentang Prabowo Gibran selalu negatif. Ya ada juga yang positif penilaianya tapi itu rata rata yang jadi pejabat. Namun setelah berkomentar positif tentang anda mereka kok tersenyum kecil, seolah gak sadar hbs ngomong apa. Bagi saya anda adalah Representatif Pemuda dalam perjuangan Tolong upgrade. Karena nasi sudah jadi bubur",0,2025-04-24T15:15:54Z,-1.0
SzXMacu80o8,Kok rame😂,0,2025-04-21T07:07:49Z,0.0
72Ko6qkf9TQ,"Hilirisasi nikel 🎉 bikin neraka di halmahera, morowali, maluku, makasih",0,2025-06-06T11:31:40Z,-1.0
SzXMacu80o8,Beli like🤭🤭🤭,1,2025-04-25T10:41:26Z,-1.0
QIShOVUCVtM,"Saatnya RI lebih hebat lagi di bawah kolaborasi Bapak Presiden Probowo dan Wapres Gibran,dan koalisi partai serta seluruh elemen masyarakat",5,2025-06-06T13:36:46Z,1.0
NNKNeZZ5WP0,we eok de tok kotok kotok,0,2025-05-09T11:20:29Z,-1.0
zkQwpXhanhM,"Saran mas Gibran, untuk pendidikan SD/SMP/SMA sisihkan waktu untuk belajar 

""Administrasi Publik, yang berpadu dengan Hukum Administrasi Negara dan Good Governance""

Maksudnya edukasi tentang layanan publik, hak-hak warga, dan SOP instansi publik, 90% warga kita gak paham tentang ini sebelum mereka ""tertimpa masalah"" baru mereka pada belajar.

Jalan pintas : ilmu pelajaran PPKn dan IPS di""ubah"" langsung formatnya mengarah ke ""prosedur layanan publik"".
Sumber : AI, Kōmin&shakai(PPKn & IPS negara Jepang)


Saya sudah menduga mas Gibran sangat layak, generasi muda Indonesia memang hebat.
Ide mas Gibran tentang Blockchain akan terwujud sekitaran tahun ini 2033-2060🤝, fokus itu dulu mas.",4,2025-06-26T09:23:24Z,1.0
ZhL1ABVBqB8,Jangan omon omon doang langsung datang ke lapangan,0,2025-04-26T14:06:56Z,-1.0
SzXMacu80o8,Apasih??? 😂,0,2025-05-01T10:38:20Z,0.0
SzXMacu80o8,"BRAVO 
2🐎
SATRIO PENINGGIT 
AMEN.
FRANCIS🦁🇲🇨",0,2025-04-19T11:26:59Z,1.0
SzXMacu80o8,banyak anak abah di komen😹😹,1,2025-04-24T07:49:28Z,0.0
zkQwpXhanhM,❤❤❤,0,2025-06-26T13:47:47Z,1.0
SzXMacu80o8,👏👏👏👏👏👏,0,2025-04-23T12:48:20Z,1.0
SzXMacu80o8,Promternya terlalu terang mas fufufafa😂,0,2025-04-22T09:30:39Z,-1.0
SzXMacu80o8,Dislike nya ga tampil ya?,1,2025-04-22T21:20:38Z,0.0
SzXMacu80o8,Idih,0,2025-04-21T09:39:40Z,-1.0
SzXMacu80o8,"kayak dongeng sebelum tidur,,,mimpi kali yee...😔😔😔",0,2025-04-22T05:47:11Z,-1.0
72Ko6qkf9TQ,pencitraan mulu sat mual gw liatnya,2,2025-05-13T04:26:55Z,-1.0
SzXMacu80o8,Fufufafa,1,2025-04-25T08:30:21Z,-1.0
SzXMacu80o8,"Duh, kok bisa sih jadi wapres 😂",0,2025-04-22T01:42:56Z,-1.0
SzXMacu80o8,Respect sudah berusaha tp maaf saya pencet dislike yuk belajar lagi terus..,0,2025-04-22T14:03:48Z,-1.0
SzXMacu80o8,Kosong blok,0,2025-04-23T00:41:23Z,-1.0
9gTdNSPimhs,"Good joob, pak smgt semoga tercapai 🎉",14,2025-05-26T15:27:25Z,1.0
72Ko6qkf9TQ,"Bangga punya Wapres yang gak gengsi ngomongin irigasi, panen, dan petani",0,2025-05-10T22:24:34Z,1.0
SzXMacu80o8,Ini orang musibah buat anak muda yang produktif,1,2025-04-24T22:17:53Z,-1.0
QIShOVUCVtM,BACOTT,2,2025-06-27T13:48:13Z,-1.0
SzXMacu80o8,Kesini cuma mau ngedislike plus bacaan komen nya doang gak niat nonton videony lngsung d skip pause😂,0,2025-04-23T04:31:34Z,-1.0
SzXMacu80o8,"Dengan kesadaran penuh saya tonton vidio ini. Dan selama 6 menit lebih 19 detik, saya tidak mengerti apa yang dibahas beliau.",0,2025-04-24T04:49:06Z,0.0
zkQwpXhanhM,Selamat malam Pak👍,2,2025-06-26T11:25:51Z,1.0
SzXMacu80o8,Muka2 ahli neraka😂,1,2025-04-20T14:22:57Z,-1.0
ULJErSG7F8Y,pa wapres ❤sehat sllu aamiin,0,2025-05-02T04:26:45Z,1.0
72Ko6qkf9TQ,Wi wok de tok not only tok de tok,0,2025-05-11T00:11:10Z,-1.0
dMywBOCoLiQ,"Saya TKI di Taiwan mas wapres Gibran,,,, Alhamdulillah  majikan baik dan tidak menahan dokumen pribadi saya dan tidak kurang suatu apapun dalam bekerja di rumah majikan,,,, Alhamdulillah bersyukur sampai betah bekerja sudah 16 tahun di Taiwan😊 sehat sehat selalu mas wapres sekeluarga besar🤲",0,2025-07-15T14:56:59Z,1.0
SzXMacu80o8,"Dihina tidak tumbang, dipuji tidak pantas.",177,2025-04-23T09:54:21Z,-1.0
SzXMacu80o8,Terima kasih Mas Gibran sudah jadi contoh nyata pemuda berkarya,0,2025-04-22T11:41:53Z,1.0
SzXMacu80o8,Lengobbbbb 😂😂😂,0,2025-04-25T14:13:02Z,-1.0
72Ko6qkf9TQ,SUDAH TDIAK PERCAYA SAYA 😂,1,2025-07-06T08:30:05Z,-1.0
SzXMacu80o8,Admin bububaba😂,0,2025-04-21T09:43:48Z,-1.0
ULJErSG7F8Y,"Kuatkan angkatan laut, darat & udara mas, jaga ketat laut kita, baru kita bisa hilirisasi dg mantab, TOP mas Wapres 👍👍👍👍👍",1,2025-04-30T22:03:18Z,1.0
72Ko6qkf9TQ,"Pak wapres, kapan Indonesia industrialisasi? Terus juga itu tolong sistem pajak negara ini di perbaiki dong biar pemasukkan pajak negara itu efisien.",0,2025-05-10T13:22:42Z,0.0
ZhL1ABVBqB8,"Nih bocah dari bocil kena narkoboy bro, hasilnya ya kek gini. Kgk bisa mikir 😂",0,2025-04-27T13:28:16Z,-1.0
SzXMacu80o8,Mantap pak Wapres,1,2025-04-23T13:22:51Z,1.0
2-IroIlDrnE,Semoga layanan kesehatan & pendidikan di Papua makin mudah dijangkau masyarakat,0,2026-01-19T04:37:16Z,1.0
ULJErSG7F8Y,"Terimakasih atas pencerahannya.
Mari kita ber-positif-thinking untuk kemajuan anak-turun kita.",1,2025-05-02T11:16:52Z,1.0
SzXMacu80o8,UDAH YAPPING NYA???,0,2025-04-22T17:14:48Z,-1.0
SzXMacu80o8,Bang fufufafa mau nyontek video terbaru punya bang Ferry Irwandi enggak?,0,2025-04-22T00:57:58Z,-1.0
SzXMacu80o8,Orang ini fasih berbicara dalam bahasa Yappanese ,0,2025-04-20T12:54:37Z,0.0
QIShOVUCVtM,"_Dari sini kita belajar, masih banyak saudara-saudara kita yg ngedukung Anis dan Ganjar pada stress...._",0,2025-06-11T05:40:21Z,-1.0
ULJErSG7F8Y,"Nggak bangun pabrik, rakyatnya gak bisa kerja.
Bangun pabrik, sebagian besar uangnya dikorup.
Bagaikan pedang bermata dua.",0,2025-05-01T04:54:46Z,0.0
NNKNeZZ5WP0,HIDUPPP JOKOWI,0,2025-05-09T06:37:55Z,1.0
zkQwpXhanhM,Mantap....anakmuda bisa diandalkan maju terus❤,0,2025-06-26T22:18:50Z,1.0
ZhL1ABVBqB8,"kosong mah kosong aje bos,...natural banget jd bocah kosongnya...

coba bikin diskursus dan tanya jawab langsung,..kalo ente gak mau di bilang bocah kosong,..


oh iya kan ga bisa yak,...tkut kejang dan merajuk ke bapakke,..


gaya2an ngomongin hilirisasi dan mengelola kekayaan,...wong sumber utama masih dari pajak,...hadeeeh song kosong",0,2025-04-26T16:09:22Z,-1.0
72Ko6qkf9TQ,"Terus maju Mas, petani pasti merasakan dampaknya",0,2025-05-10T23:46:10Z,1.0
SzXMacu80o8,"Udah 10 menit ada di layar komen ini, tapi belum nemuin satupun komentar positif. Ngakak. 🤣",0,2025-04-21T13:32:40Z,0.0
2-IroIlDrnE,Semoga bermanfaat ya mas wapres pembangunan nya,0,2026-01-19T09:51:26Z,1.0
ZhL1ABVBqB8,"Yg menghujat dikomentar video ini, pernah ga sih kalian bertanya ke diri kaliam sendiri?apakah dg menghina dan menghujat,menbuat hidup kalian lebih bahagia? lebih tenang?lebih merasa puas?mengapa terlalu senang menghina dan menghujat?apakah itu mencerminkan diri anda sendiri?cobalah berbesar hati,untuk menerima kelebihan dan kekurangan orang lain,siapapun dia.
setidaknya jk kita belum bisa berbuat baik atau menolong org lain,jangan sampai kita berbuat jahat kpd orang lain, meskipun itu hanya komentar.",0,2025-04-26T07:09:37Z,1.0
SzXMacu80o8,gw kira pake AI videonya 🤪,0,2025-04-26T03:12:57Z,-1.0
dMywBOCoLiQ,"Benar kata bg panji,, kita jijik kalau ke ingat kita byar pajak buat di gaji orang ini",0,2026-01-07T09:49:04Z,-1.0
ULJErSG7F8Y,"Mergawe ..
Ojo ngomong tok",0,2025-05-01T06:10:02Z,-1.0
ULJErSG7F8Y,Tolong mas wapres negara kita kaya tapi banyak nelayan hidup susah petani juga sekarang saat nya para penguasa memperhatikan kesejahteraan mereka,0,2025-05-02T10:06:28Z,0.0
kJks8qSH3ko,"Oke ada vidio baru, auto dislike",1,2025-04-22T13:19:44Z,-1.0
SzXMacu80o8,Mas udah mas..MALUU,2,2025-04-21T03:36:50Z,-1.0
ZhL1ABVBqB8,"Mau jadi konten kreator atau gimana sih ceritanya ini,",1,2025-04-27T12:32:13Z,0.0
tmQr3Lzx3FM,"Lokananta Semoga Langgeng Ke Banggaan Solo sejak Saya Kecil Dulu, Pernah main Di Studio Krn Teman Sekolahku SD Orang Tuanya Pemiliknya Kala itu Masih Produksi Piringan Hitam Tulisan Lokananta Masih Tetap Seperti Dulu 👍🙏👀👋",3,2024-07-12T22:39:19Z,1.0
ZhL1ABVBqB8,Luar biasa di tengah sibuk sebagai wapres masih sempet sempetnya ngonten,0,2025-04-27T07:50:08Z,1.0
SzXMacu80o8,Isi komentarnya lebih menarik wkwkw,1,2025-05-02T02:00:19Z,0.0
SzXMacu80o8,😂😂😂,0,2025-04-24T06:31:01Z,-1.0
SzXMacu80o8,Inpo loker,0,2025-04-21T08:37:29Z,0.0
zkQwpXhanhM,MasyaAllah tetap semangat,0,2025-06-30T05:57:26Z,1.0
SzXMacu80o8,Saya nyari video ini hanya untuk ngasih dislike,0,2025-04-22T10:09:43Z,-1.0
ZhL1ABVBqB8,Semangat perubahan,0,2025-04-26T09:29:33Z,1.0
72Ko6qkf9TQ,"Sehat dan sukses sellalu mas Gibran, salam untuk Pak Jokowi nya❤",0,2025-05-12T12:31:32Z,1.0
ZhL1ABVBqB8,ttep semangat mas wapres jadikan indonesia menjadi lebih baik kedepan nya jangan mendengarkan orng2 yang slalu bikin gaduh.,2,2025-04-25T13:52:22Z,1.0
ZhL1ABVBqB8,Hilirisasi membuka kesempatan berwirausaha bagi UMKM,0,2025-04-26T09:41:32Z,1.0
ITtcwmpwWtk,https://youtube.com/shorts/7hbWwc9ZX9Y?si=qAQhdWs_JJ0u7cMq,0,2025-05-26T07:25:37Z,0.0
SzXMacu80o8,"Konsep video nya mirip malaka, keren",0,2025-04-20T16:02:41Z,1.0
72Ko6qkf9TQ,"Saat ni .... Smua trtuju .... Buat presiden 2029 
Gibran dan pak Jokowi .... 

Smua kalangan yg ingin maju jdi cpres 2029 .. akn dgn brbagai cara untuk menghalang2i kluarga PK Jokowi maju di 2029.....  
Pasti pengamat tau siapa yg akan brpengaruh smpe 2029",3,2025-05-10T02:28:27Z,0.0
SzXMacu80o8,Ayo pak lanjutkan kartu prakerja aku padamu,0,2025-04-22T09:42:45Z,1.0
ZhL1ABVBqB8,Semangat selalu yaa mas wapres biarkan omongan negatif brlalu,0,2025-04-26T09:49:11Z,1.0
SzXMacu80o8,"Mr. bean itu gk perlu bicara, tapi orang paham apa maksudnya.",1,2025-04-21T14:08:04Z,0.0
ZhL1ABVBqB8,"memalukan, rakyat terus dobohongi, perihal like video youtube saja dibohongi, rakyat smua harus tagih kebohongan ini dan kebohongan lain di akhirat nanti.",2,2025-04-26T03:41:30Z,-1.0
ZhL1ABVBqB8,Isinya kosong,0,2025-04-27T17:08:42Z,-1.0
SzXMacu80o8,"MAS WAPRES
Kulo niki pemilih e njenengan lho..
tolong lah, yang kita harapkan dan inginkan bukan itu.
Cukup keadaan dilapangan saja. Kalo masih susah cari kerja, jangan kebanyakan motivasi
Banyak Pabrik Tutup karena ketidak tegasan pemerintah",0,2025-04-23T00:00:10Z,0.0
9gTdNSPimhs,"Wapres Gibran emang cerdas, terimakasih ❤❤",11,2025-05-27T00:18:46Z,1.0
72Ko6qkf9TQ,Salut buat yang sudah perjuangkan isu ini!,0,2025-05-10T18:12:25Z,1.0
72Ko6qkf9TQ,"Nyari kerja untuk diri sendiri aja gak bisa....kok konon mau bikin 19 juta?
Anak e wi wok de tok",0,2025-05-28T07:33:09Z,-1.0
72Ko6qkf9TQ,Dari sini kita tau seberapa tololnya dia dengan bot likenya.,0,2025-05-12T04:50:39Z,-1.0
SzXMacu80o8,"Giliran kita ?
Ente aja kali sama keluarga ente yang metal metal 😂",0,2025-04-21T18:22:16Z,-1.0
SzXMacu80o8,"Mampir kesini untuk dslike, cung 🖕",1,2025-04-22T10:35:54Z,-1.0
SzXMacu80o8,"Sebaik apapun ucapan dan tindakan mas, kalau cara meraih posisinya dengan cara yang tidak baik hasilnya tidak pernah baik. Sama seperti gamer yang pake cheat, menang dengan curang itu tidak ada artinya.",0,2025-04-22T01:03:44Z,0.0
ZhL1ABVBqB8,Udah tau kan harus ngapain? Yaa dislike lah,0,2025-04-26T13:49:50Z,-1.0
SzXMacu80o8,"Coba diadakan diskusi/debat berdua aja sama Aryo Seno Bagaskoro.
Siapa yang lebih  berkualitas bobot nya?
Cuma monolog mah lom teruji mas bro. 
Serius klo ada yg memfasilitasi ini akan jadi acara yg bagus sy rasa.
Biar anak2 muda itu semakin melihat mana yg bener2 anak muda yg original, berisi & berkualitas.",0,2025-04-23T01:56:49Z,0.0
SzXMacu80o8,Lapor! Saya disini (buka youtube) cuma mau ikut andil dislike,0,2025-04-23T06:03:23Z,-1.0
ZhL1ABVBqB8,Reza Arap : AWOKAWOKAWOK,1,2025-04-26T08:58:31Z,-1.0
SzXMacu80o8,"Semangat pak Wapres, walau kata orang2 kelihatan kosong dan tolol, gak bermoral karna produk dinasti, produk  otak atik kosntitusi, tapi perlu kita akui ini wapres keren, modal IPK 2.3 bisa jadi wapres, salut saya.",0,2025-04-22T02:56:02Z,1.0
SzXMacu80o8,Real ironman.... tebel...😂😂😂,0,2025-04-24T02:58:36Z,-1.0
SzXMacu80o8,"Ngomong apaan si, udh bener lu jadi kang martabak, kaga malu apa lu jd wapres cuma karena bapak lu , hadeh hadeh",0,2025-04-21T13:25:49Z,-1.0
SzXMacu80o8,Siapa yang milih beliau mas Gibran waktu pilpres ayo kumpul sini?,0,2025-04-21T09:54:30Z,0.0
ZhL1ABVBqB8,Hilirisasi kunci kemajuan terima kasih Pak Wapres,0,2025-04-26T15:51:41Z,1.0
SzXMacu80o8,Kosongnya benar-benar kosong,1,2025-04-22T10:11:57Z,-1.0
72Ko6qkf9TQ,"Inti nya belajar yang giat dan nurut sama kyai, insyaallah sukses, Aamiin",1,2025-05-16T06:15:28Z,1.0
SzXMacu80o8,Lucu,0,2025-04-21T10:03:07Z,-1.0
SzXMacu80o8,Bacot,0,2025-04-25T03:32:31Z,-1.0
ZhL1ABVBqB8,Bocah kosong,1,2025-04-26T05:23:33Z,-1.0
kJks8qSH3ko,Ini bocah ngapain😅,6,2025-04-24T15:35:03Z,-1.0
ZhL1ABVBqB8,"Ngomong apa kamu bro, sesuai ini kamu yg membuat kehancuran...dan keluarga mu😅😅😅",0,2025-04-30T12:43:45Z,-1.0
SzXMacu80o8,Liat jumlah dislikenya gimana? 😅,0,2025-04-21T07:37:15Z,0.0
SzXMacu80o8,"Kita siap di berdayakan diedukasi dan disuport pemodalan oleh pemerintah, spy bisa berkembang, menyerap  & mengembangkan bonus² demografi 👍

Gmn mas @gibran?.",0,2025-04-24T18:56:48Z,1.0
zkQwpXhanhM,❤❤Lanjut Mz Wapres!!!! siiiiip,2,2025-06-26T08:12:18Z,1.0
zkQwpXhanhM,Luar biasa Wapresku ❤❤ semangat,0,2025-06-30T08:30:11Z,1.0
2-IroIlDrnE,Papua.. mutiara timur yang terpendam 😢,0,2026-01-19T04:39:53Z,0.0
SzXMacu80o8,Wi wok detok. Itu murni pemikiranya apa teks belaka.,0,2025-05-04T20:29:13Z,-1.0
SzXMacu80o8,Ini AI??,0,2025-04-21T05:36:23Z,0.0
SzXMacu80o8,Wapres paling memalukan sepanjang sejarah,0,2025-04-21T08:24:59Z,-1.0
SzXMacu80o8,"Wow, kalo MONOLOG lancar ya 🎉
Seperti ada isinya. !!
Beda banget jika diwawancara langsung 🤯

Hebat tolong naikan gaji Editornya 😂",48,2025-04-23T01:30:22Z,0.0
SzXMacu80o8,Ngomong apaan si,0,2025-04-22T04:17:08Z,-1.0
SzXMacu80o8,Klo chanel ini milik si samsul.wajib un subscribe.supaya anak tukang tipu ini segera lengser.,1,2025-04-20T00:33:04Z,-1.0
ZhL1ABVBqB8,"Intinya pak wapres miskin kan korupsi atau hukum mati korupsi,yakin 10000000% apa yang bapak wapres ingin lakukan untuk masah depan negara akan terwujud.inti pokok nya koprupsi harus di basmi.dan jangan luapa hapuskan DPR,atau MPR. Tidak ada gunanya,yang berguna itu menteri karna ada tugas masing masing di setiap menteri.kalau DPR namanya saja  dewan perbakilan rakyat.manaada DPR mau wakili rakyat,yang pilih president jels jelas rakyat bukan DPR.sama halnya MPR,namanya saja majelis permusyawaratan rakyat,yang turuntangan untuk permusyawaratn rakyat itu gubernur,wlikota bupati atau kepala desa.menteri itu sudah cukup untuk mewakili rakyat karna mentri itu berakar,contoh mentri pertanian, peikanan dan banyak lagi,itukan semua mewakili rakyat.dan ke angotaan mentri pasti ada di setiap pelosok daerah.banyak yang kerja di kantor kemntrian itu,bukan satu dua orang banyak,itu sudah yang memawakili rakyat.Kenapa harus pake DPR MPR segalah bikin habis uang negara saja.coba hitung berapa angraan negara untuk masukan kantong DPR MPR yang tdk jelas itu, mending angran itu untuk rakyat, dari gaji DPR sama yang tidak jelas itu.",0,2025-04-28T22:59:05Z,0.0
kJks8qSH3ko,"semua memiliki cara pandang' orang² baik akan memandang hal² yg baik, krna ia berpikir manusia takpernah luput dari kesalahan... semangat mas wapres❤❤",1,2025-04-26T08:45:42Z,1.0
zkQwpXhanhM,Mas Gibran kerenn,0,2025-06-26T16:46:12Z,1.0
NNKNeZZ5WP0,Alangkah lebih baik jika link komentar di non aktifkan saja..apa kata mereka biar di sebar di kanal lain agar kita bisa lihat mereka yg nyinyir itu dari kaum yg mana....kita kaum 58 persen akan tetap optimis mas wapres pilihan tepat unk Indonesia raya,0,2025-05-03T18:02:21Z,1.0
2-IroIlDrnE,Infrastruktur bagus pasti bantu kesejahteraan.,0,2026-01-19T04:53:49Z,1.0
zkQwpXhanhM,sangat bagus dan bermanfaat konten sperti ini❤😊,0,2025-06-30T08:55:54Z,1.0
SzXMacu80o8,"Yakinlah bahwa yg komen ini di sini orang2 pintar, tapi rakyat yg di pelihara dengan kebodohan lebih banyak, sengaja di biarkan terisolir dari informasi dan kemajuan jaman agar gampang di suap saat di pemilihan",0,2025-04-23T08:30:50Z,0.0
72Ko6qkf9TQ,Dari tangan petani lahirlah kekuatan bangsa.,0,2025-05-10T18:20:46Z,1.0
SzXMacu80o8,"Ini wakil pemimpin indonesia..???
Hancuuuurrrrr....negara ini....",1,2025-04-23T01:00:04Z,-1.0
